Name,Race,Year,Gender,Age,Finish,Age Bracket
Sample Runner 00354,Andrew Jackson Marathon,2023,F,35,16083,35-39
Sample Runner 00355,Andrew Jackson Marathon,2023,M,37,15434,35-39
Sample Runner 00356,Andrew Jackson Marathon,2023,F,51,18409,50-54
Sample Runner 00357,Andrew Jackson Marathon,2023,M,42,20269,40-44
Sample Runner 00358,Andrew Jackson Marathon,2023,M,44,15859,40-44
Sample Runner 00359,Andrew Jackson Marathon,2023,M,41,12340,40-44
Sample Runner 00360,Andrew Jackson Marathon,2023,F,29,20293,Under 35
Sample Runner 00361,Ann Arbor Marathon,2023,F,28,13336,Under 35
Sample Runner 00362,Ann Arbor Marathon,2023,M,35,14381,35-39
Sample Runner 00363,Ann Arbor Marathon,2023,F,19,15894,Under 35
Sample Runner 00364,Ann Arbor Marathon,2023,M,21,15672,Under 35
Sample Runner 00365,Ann Arbor Marathon,2023,M,24,16189,Under 35
Sample Runner 00366,Ann Arbor Marathon,2023,M,29,19347,Under 35
Sample Runner 00367,Ann Arbor Marathon,2023,M,33,13473,Under 35
Sample Runner 00368,Ann Arbor Marathon,2023,M,50,17387,50-54
Sample Runner 00369,Ann Arbor Marathon,2023,M,25,15653,Under 35
Sample Runner 00370,Ann Arbor Marathon,2023,F,51,25908,50-54
Sample Runner 00371,Ann Arbor Marathon,2023,M,17,20026,Under 35
Sample Runner 00372,Ann Arbor Marathon,2023,M,63,23784,60-64
Sample Runner 00373,Ann Arbor Marathon,2023,M,21,12576,Under 35
Sample Runner 00374,Ann Arbor Marathon,2023,F,40,18219,40-44
Sample Runner 00375,Ann Arbor Marathon,2023,M,50,15431,50-54
Sample Runner 00376,Ann Arbor Marathon,2023,M,33,11702,Under 35
Sample Runner 00377,Ann Arbor Marathon,2023,M,60,29688,60-64
Sample Runner 00378,Ann Arbor Marathon,2023,M,32,13339,Under 35
Sample Runner 00379,Ann Arbor Marathon,2023,M,32,16028,Under 35
Sample Runner 00380,Ann Arbor Marathon,2023,M,21,15661,Under 35
Sample Runner 00381,Appalachian Series - AL,2023,M,45,13218,45-49
Sample Runner 00382,Appalachian Series - AL,2023,M,22,20647,Under 35
Sample Runner 00383,Appalachian Series - AL,2023,M,64,27160,60-64
Sample Runner 00384,Appalachian Series - AL,2023,F,56,19097,55-59
Sample Runner 00385,Appalachian Series - AL,2023,F,57,27888,55-59
Sample Runner 00386,Appalachian Series - AL,2023,M,81,31107,80 and Over
Sample Runner 00387,Appalachian Series - AL,2023,M,59,15675,55-59
Sample Runner 00388,Appalachian Series - AL,2023,M,65,24800,65-69
Sample Runner 00389,Appalachian Series - AL,2023,M,58,24717,55-59
Sample Runner 00390,Appalachian Series - AL,2023,M,52,23271,50-54
Sample Runner 00391,Appalachian Series - AL,2023,F,59,26262,55-59
Sample Runner 00392,Appalachian Series - AL,2023,M,49,25570,45-49
Sample Runner 00393,Appalachian Series - AL,2023,M,62,19921,60-64
Sample Runner 00394,Appalachian Series - AL,2023,F,64,31170,60-64
Sample Runner 00395,Appalachian Series - AL,2023,M,74,31170,70-74
Sample Runner 00396,Appalachian Series - AL,2023,F,66,29222,65-69
Sample Runner 00397,Appalachian Series - AL,2023,F,69,27117,65-69
Sample Runner 00398,Appalachian Series - AL,2023,F,55,27117,55-59
Sample Runner 00399,Appalachian Series - AL,2023,M,75,24400,75-79
Sample Runner 00400,Appalachian Series - AL,2023,M,73,27517,70-74
Sample Runner 00401,Appalachian Series - GA,2023,M,64,27848,60-64
Sample Runner 00402,Appalachian Series - GA,2023,M,46,30947,45-49
Sample Runner 00403,Appalachian Series - GA,2023,M,31,21364,Under 35
Sample Runner 00404,Appalachian Series - GA,2023,M,52,17489,50-54
Sample Runner 00405,Appalachian Series - GA,2023,M,52,11922,50-54
Sample Runner 00406,Appalachian Series - GA,2023,M,59,16238,55-59
Sample Runner 00407,Appalachian Series - GA,2023,M,35,18209,35-39
Sample Runner 00408,Appalachian Series - GA,2023,F,41,38327,40-44
Sample Runner 00409,Appalachian Series - GA,2023,F,51,23678,50-54
Sample Runner 00410,Appalachian Series - GA,2023,M,52,22403,50-54
Sample Runner 00411,Appalachian Series - GA,2023,M,52,19224,50-54
Sample Runner 00412,Appalachian Series - GA,2023,M,75,24126,75-79
Sample Runner 00413,Appalachian Series - GA,2023,F,71,28957,70-74
Sample Runner 00414,Appalachian Series - GA,2023,M,76,24913,75-79
Sample Runner 00415,Appalachian Series - GA,2023,M,62,24693,60-64
Sample Runner 00416,Appalachian Series - GA,2023,F,55,28513,55-59
Sample Runner 00417,Appalachian Series - GA,2023,M,63,29007,60-64
Sample Runner 00418,Appalachian Series - GA,2023,M,75,28828,75-79
Sample Runner 00419,Appalachian Series - GA,2023,F,65,19986,65-69
Sample Runner 00420,Appalachian Series - GA,2023,F,62,30003,60-64
Sample Runner 00421,Appalachian Series - NC,2023,M,68,31532,65-69
Sample Runner 00422,Appalachian Series - NC,2023,F,63,30016,60-64
Sample Runner 00423,Appalachian Series - NC,2023,M,64,28130,60-64
Sample Runner 00424,Appalachian Series - NC,2023,F,-1,17560,Unknown
Sample Runner 00425,Appalachian Series - NC,2023,F,30,18158,Under 35
Sample Runner 00426,Appalachian Series - NC,2023,M,52,11255,50-54
Sample Runner 00427,Appalachian Series - NC,2023,F,52,24070,50-54
Sample Runner 00428,Appalachian Series - NC,2023,F,64,27530,60-64
Sample Runner 00429,Appalachian Series - NC,2023,F,52,17769,50-54
Sample Runner 00430,Appalachian Series - NC,2023,F,60,26240,60-64
Sample Runner 00431,Appalachian Series - NC,2023,F,51,22559,50-54
Sample Runner 00432,Appalachian Series - NC,2023,F,55,27797,55-59
Sample Runner 00433,Appalachian Series - NC,2023,M,76,23533,75-79
Sample Runner 00434,Appalachian Series - NC,2023,M,21,20035,Under 35
Sample Runner 00435,Appalachian Series - NC,2023,F,62,29305,60-64
Sample Runner 00436,Appalachian Series - NC,2023,M,61,25740,60-64
Sample Runner 00437,Appalachian Series - NC,2023,M,64,19357,60-64
Sample Runner 00438,Appalachian Series - NC,2023,M,69,32629,65-69
Sample Runner 00439,Appalachian Series - NC,2023,M,59,16779,55-59
Sample Runner 00440,Appalachian Series - NC,2023,M,73,30129,70-74
Sample Runner 00441,Appalachian Series - SC,2023,M,52,16865,50-54
Sample Runner 00442,Appalachian Series - SC,2023,F,40,17903,40-44
Sample Runner 00443,Appalachian Series - SC,2023,F,51,21991,50-54
Sample Runner 00444,Appalachian Series - SC,2023,F,37,23060,35-39
Sample Runner 00445,Appalachian Series - SC,2023,F,69,23846,65-69
Sample Runner 00446,Appalachian Series - SC,2023,M,65,25012,65-69
Sample Runner 00447,Appalachian Series - SC,2023,F,65,21395,65-69
Sample Runner 00448,Appalachian Series - SC,2023,F,62,33334,60-64
Sample Runner 00449,Appalachian Series - SC,2023,M,75,24687,75-79
Sample Runner 00450,Appalachian Series - SC,2023,F,52,22546,50-54
Sample Runner 00451,Appalachian Series - SC,2023,F,57,20687,55-59
Sample Runner 00452,Appalachian Series - SC,2023,F,56,18717,55-59
Sample Runner 00453,Appalachian Series - SC,2023,M,62,19952,60-64
Sample Runner 00454,Appalachian Series - SC,2023,F,63,27900,60-64
Sample Runner 00455,Appalachian Series - SC,2023,M,-1,17488,Unknown
Sample Runner 00456,Appalachian Series - SC,2023,M,59,16073,55-59
Sample Runner 00457,Appalachian Series - SC,2023,M,73,31955,70-74
Sample Runner 00458,Appalachian Series - SC,2023,F,43,19735,40-44
Sample Runner 00459,Appalachian Series - SC,2023,F,64,32708,60-64
Sample Runner 00460,Appalachian Series - SC,2023,M,46,32313,45-49
Sample Runner 00461,Appalachian Series - TN,2023,F,49,24628,45-49
Sample Runner 00462,Appalachian Series - TN,2023,F,68,29040,65-69
Sample Runner 00463,Appalachian Series - TN,2023,M,73,26338,70-74
Sample Runner 00464,Appalachian Series - TN,2023,M,28,17225,Under 35
Sample Runner 00465,Appalachian Series - TN,2023,M,62,21258,60-64
Sample Runner 00466,Appalachian Series - TN,2023,M,56,26960,55-59
Sample Runner 00467,Appalachian Series - TN,2023,M,39,20063,35-39
Sample Runner 00468,Appalachian Series - TN,2023,M,75,27250,75-79
Sample Runner 00469,Appalachian Series - TN,2023,M,75,25037,75-79
Sample Runner 00470,Appalachian Series - TN,2023,M,63,31411,60-64
Sample Runner 00471,Appalachian Series - TN,2023,M,46,33476,45-49
Sample Runner 00472,Appalachian Series - TN,2023,M,59,16416,55-59
Sample Runner 00473,Appalachian Series - TN,2023,F,63,31410,60-64
Sample Runner 00474,Appalachian Series - TN,2023,M,50,23777,50-54
Sample Runner 00475,Appalachian Series - TN,2023,M,73,29567,70-74
Sample Runner 00476,Appalachian Series - TN,2023,M,74,32414,70-74
Sample Runner 00477,Appalachian Series - TN,2023,M,67,33775,65-69
Sample Runner 00478,Appalachian Series - TN,2023,M,62,19851,60-64
Sample Runner 00479,Appalachian Series - TN,2023,M,64,27893,60-64
Sample Runner 00480,Appalachian Series - TN,2023,M,52,11924,50-54
Sample Runner 00481,Appalachian Series - VA,2023,M,67,33597,65-69
Sample Runner 00482,Appalachian Series - VA,2023,M,62,17419,60-64
Sample Runner 00483,Appalachian Series - VA,2023,M,32,10614,Under 35
Sample Runner 00484,Appalachian Series - VA,2023,M,73,31152,70-74
Sample Runner 00485,Appalachian Series - VA,2023,M,59,17830,55-59
Sample Runner 00486,Appalachian Series - VA,2023,F,64,31769,60-64
Sample Runner 00487,Appalachian Series - VA,2023,M,45,13466,45-49
Sample Runner 00488,Appalachian Series - VA,2023,M,69,33581,65-69
Sample Runner 00489,Appalachian Series - VA,2023,M,58,24637,55-59
Sample Runner 00490,Appalachian Series - VA,2023,M,50,20498,50-54
Sample Runner 00491,Appalachian Series - VA,2023,M,75,24914,75-79
Sample Runner 00492,Appalachian Series - VA,2023,M,65,29229,65-69
Sample Runner 00493,Appalachian Series - VA,2023,F,61,32164,60-64
Sample Runner 00494,Appalachian Series - VA,2023,F,71,31803,70-74
Sample Runner 00495,Appalachian Series - VA,2023,M,39,15948,35-39
Sample Runner 00496,Appalachian Series - VA,2023,F,65,21008,65-69
Sample Runner 00497,Appalachian Series - VA,2023,F,46,21520,45-49
Sample Runner 00498,Appalachian Series - VA,2023,M,-1,33659,Unknown
Sample Runner 00499,Appalachian Series - VA,2023,F,62,33597,60-64
Sample Runner 00500,Appalachian Series - VA,2023,M,74,31769,70-74
Sample Runner 00501,Appalachian Series - WV,2023,F,60,27739,60-64
Sample Runner 00502,Appalachian Series - WV,2023,F,55,31311,55-59
Sample Runner 00503,Appalachian Series - WV,2023,M,50,23184,50-54
Sample Runner 00504,Appalachian Series - WV,2023,F,51,24434,50-54
Sample Runner 00505,Appalachian Series - WV,2023,M,62,18850,60-64
Sample Runner 00506,Appalachian Series - WV,2023,F,62,34913,60-64
Sample Runner 00507,Appalachian Series - WV,2023,M,64,19253,60-64
Sample Runner 00508,Appalachian Series - WV,2023,M,52,18671,50-54
Sample Runner 00509,Appalachian Series - WV,2023,M,-1,26970,Unknown
Sample Runner 00510,Appalachian Series - WV,2023,M,45,13723,45-49
Sample Runner 00511,Appalachian Series - WV,2023,M,46,34380,45-49
Sample Runner 00512,Appalachian Series - WV,2023,M,-1,17174,Unknown
Sample Runner 00513,Appalachian Series - WV,2023,M,63,24441,60-64
Sample Runner 00514,Appalachian Series - WV,2023,M,64,27730,60-64
Sample Runner 00515,Appalachian Series - WV,2023,M,73,28758,70-74
Sample Runner 00516,Appalachian Series - WV,2023,M,52,12507,50-54
Sample Runner 00517,Appalachian Series - WV,2023,M,36,16815,35-39
Sample Runner 00518,Appalachian Series - WV,2023,M,61,32743,60-64
Sample Runner 00519,Appalachian Series - WV,2023,F,66,35667,65-69
Sample Runner 00520,Appalachian Series - WV,2023,F,65,20953,65-69
Sample Runner 00521,Apple Tree Marathon,2023,M,59,17613,55-59
Sample Runner 00522,Apple Tree Marathon,2023,M,23,22183,Under 35
Sample Runner 00523,Apple Tree Marathon,2023,F,24,18269,Under 35
Sample Runner 00524,Apple Tree Marathon,2023,M,42,15549,40-44
Sample Runner 00525,Apple Tree Marathon,2023,F,37,14316,35-39
Sample Runner 00526,Apple Tree Marathon,2023,M,23,19926,Under 35
Sample Runner 00527,Apple Tree Marathon,2023,F,49,21930,45-49
Sample Runner 00528,Apple Tree Marathon,2023,M,39,9904,35-39
Sample Runner 00529,Apple Tree Marathon,2023,M,40,17382,40-44
Sample Runner 00530,Apple Tree Marathon,2023,M,43,12867,40-44
Sample Runner 00531,Apple Tree Marathon,2023,M,48,14977,45-49
Sample Runner 00532,Apple Tree Marathon,2023,F,52,21519,50-54
Sample Runner 00533,Apple Tree Marathon,2023,M,22,13600,Under 35
Sample Runner 00534,Apple Tree Marathon,2023,F,29,12372,Under 35
Sample Runner 00535,Apple Tree Marathon,2023,M,47,13149,45-49
Sample Runner 00536,Apple Tree Marathon,2023,M,30,13551,Under 35
Sample Runner 00537,Apple Tree Marathon,2023,F,41,12383,40-44
Sample Runner 00538,Apple Tree Marathon,2023,F,30,13460,Under 35
Sample Runner 00539,Apple Tree Marathon,2023,M,23,12853,Under 35
Sample Runner 00540,Apple Tree Marathon,2023,M,39,11040,35-39
Sample Runner 00541,Arkansas Marathon,2023,M,50,12842,50-54
Sample Runner 00542,Arkansas Marathon,2023,M,30,18801,Under 35
Sample Runner 00543,Arkansas Marathon,2023,M,60,15705,60-64
Sample Runner 00544,Arkansas Marathon,2023,M,20,17993,Under 35
Sample Runner 00545,Arkansas Marathon,2023,M,40,18801,40-44
Sample Runner 00546,Arkansas Marathon,2023,F,60,20463,60-64
Sample Runner 00547,Arkansas Marathon,2023,M,30,14325,Under 35
Sample Runner 00548,Arkansas Marathon,2023,M,40,12411,40-44
Sample Runner 00549,Arkansas Marathon,2023,M,20,14171,Under 35
Sample Runner 00550,Arkansas Marathon,2023,F,50,25147,50-54
Sample Runner 00551,Arkansas Marathon,2023,F,60,21184,60-64
Sample Runner 00552,Arkansas Marathon,2023,M,40,17109,40-44
Sample Runner 00553,Arkansas Marathon,2023,M,70,17896,70-74
Sample Runner 00554,Arkansas Marathon,2023,M,30,17502,Under 35
Sample Runner 00555,Arkansas Marathon,2023,M,40,22906,40-44
Sample Runner 00556,Arkansas Marathon,2023,M,70,17992,70-74
Sample Runner 00557,Arkansas Marathon,2023,F,50,21185,50-54
Sample Runner 00558,Arkansas Marathon,2023,F,50,22971,50-54
Sample Runner 00559,Arkansas Marathon,2023,M,50,24278,50-54
Sample Runner 00560,Arkansas Marathon,2023,M,40,14240,40-44
Sample Runner 00561,Armed Services Marathon (prev. Oktoberfest Marathon),2023,M,34,10978,Under 35
Sample Runner 00562,Armed Services Marathon (prev. Oktoberfest Marathon),2023,M,34,10503,Under 35
Sample Runner 00563,Armed Services Marathon (prev. Oktoberfest Marathon),2023,M,34,10943,Under 35
Sample Runner 00564,Armed Services Marathon (prev. Oktoberfest Marathon),2023,M,54,12394,50-54
Sample Runner 00565,Armed Services Marathon (prev. Oktoberfest Marathon),2023,M,49,19633,45-49
Sample Runner 00566,Armed Services Marathon (prev. Oktoberfest Marathon),2023,M,39,15441,35-39
Sample Runner 00567,Armed Services Marathon (prev. Oktoberfest Marathon),2023,M,34,17745,Under 35
Sample Runner 00568,Armed Services Marathon (prev. Oktoberfest Marathon),2023,F,24,17942,Under 35
Sample Runner 00569,Armed Services Marathon (prev. Oktoberfest Marathon),2023,M,29,10728,Under 35
Sample Runner 00570,Armed Services Marathon (prev. Oktoberfest Marathon),2023,M,64,16896,60-64
Sample Runner 00571,Armed Services Marathon (prev. Oktoberfest Marathon),2023,M,44,12585,40-44
Sample Runner 00572,Armed Services Marathon (prev. Oktoberfest Marathon),2023,M,54,18109,50-54
Sample Runner 00573,Armed Services Marathon (prev. Oktoberfest Marathon),2023,F,39,23094,35-39
Sample Runner 00574,Armed Services Marathon (prev. Oktoberfest Marathon),2023,M,44,15515,40-44
Sample Runner 00575,Armed Services Marathon (prev. Oktoberfest Marathon),2023,F,29,15377,Under 35
Sample Runner 00576,Armed Services Marathon (prev. Oktoberfest Marathon),2023,M,24,16676,Under 35
Sample Runner 00577,Armed Services Marathon (prev. Oktoberfest Marathon),2023,M,44,15997,40-44
Sample Runner 00578,Armed Services Marathon (prev. Oktoberfest Marathon),2023,M,69,15324,65-69
Sample Runner 00579,Armed Services Marathon (prev. Oktoberfest Marathon),2023,M,44,14437,40-44
Sample Runner 00580,Armed Services Marathon (prev. Oktoberfest Marathon),2023,F,34,14188,Under 35
Sample Runner 00581,Asheville Marathon,2023,M,41,20203,40-44
Sample Runner 00582,Asheville Marathon,2023,F,52,15159,50-54
Sample Runner 00583,Asheville Marathon,2023,F,53,14425,50-54
Sample Runner 00584,Asheville Marathon,2023,M,56,15598,55-59
Sample Runner 00585,Asheville Marathon,2023,M,23,13517,Under 35
Sample Runner 00586,Asheville Marathon,2023,M,41,11364,40-44
Sample Runner 00587,Asheville Marathon,2023,M,60,17668,60-64
Sample Runner 00588,Asheville Marathon,2023,M,33,10672,Under 35
Sample Runner 00589,Asheville Marathon,2023,M,26,11379,Under 35
Sample Runner 00590,Asheville Marathon,2023,M,42,14716,40-44
Sample Runner 00591,Asheville Marathon,2023,M,31,18128,Under 35
Sample Runner 00592,Asheville Marathon,2023,M,55,15663,55-59
Sample Runner 00593,Asheville Marathon,2023,F,45,12033,45-49
Sample Runner 00594,Asheville Marathon,2023,M,34,13959,Under 35
Sample Runner 00595,Asheville Marathon,2023,M,22,14196,Under 35
Sample Runner 00596,Asheville Marathon,2023,M,26,16168,Under 35
Sample Runner 00597,Asheville Marathon,2023,F,25,16309,Under 35
Sample Runner 00598,Asheville Marathon,2023,M,43,10647,40-44
Sample Runner 00599,Asheville Marathon,2023,F,34,14426,Under 35
Sample Runner 00600,Asheville Marathon,2023,M,63,14404,60-64
Sample Runner 00601,Aspen Backcountry Marathon,2023,M,47,20842,45-49
Sample Runner 00602,Aspen Backcountry Marathon,2023,M,44,22030,40-44
Sample Runner 00603,Aspen Backcountry Marathon,2023,F,43,18787,40-44
Sample Runner 00604,Aspen Backcountry Marathon,2023,F,24,21095,Under 35
Sample Runner 00605,Aspen Backcountry Marathon,2023,F,49,22179,45-49
Sample Runner 00606,Aspen Backcountry Marathon,2023,M,24,24287,Under 35
Sample Runner 00607,Aspen Backcountry Marathon,2023,F,41,25964,40-44
Sample Runner 00608,Aspen Backcountry Marathon,2023,M,44,17483,40-44
Sample Runner 00609,Aspen Backcountry Marathon,2023,M,61,21415,60-64
Sample Runner 00610,Aspen Backcountry Marathon,2023,M,40,22878,40-44
Sample Runner 00611,Aspen Backcountry Marathon,2023,F,36,24562,35-39
Sample Runner 00612,Aspen Backcountry Marathon,2023,F,41,23157,40-44
Sample Runner 00613,Aspen Backcountry Marathon,2023,M,28,17594,Under 35
Sample Runner 00614,Aspen Backcountry Marathon,2023,M,39,21179,35-39
Sample Runner 00615,Aspen Backcountry Marathon,2023,M,27,19493,Under 35
Sample Runner 00616,Aspen Backcountry Marathon,2023,M,35,22659,35-39
Sample Runner 00617,Aspen Backcountry Marathon,2023,M,36,21473,35-39
Sample Runner 00618,Aspen Backcountry Marathon,2023,F,49,23007,45-49
Sample Runner 00619,Aspen Backcountry Marathon,2023,M,50,19403,50-54
Sample Runner 00620,Aspen Backcountry Marathon,2023,F,35,24874,35-39
Sample Runner 00621,Aspen Valley Marathon,2023,F,43,18163,40-44
Sample Runner 00622,Aspen Valley Marathon,2023,M,20,12327,Under 35
Sample Runner 00623,Aspen Valley Marathon,2023,M,28,14682,Under 35
Sample Runner 00624,Aspen Valley Marathon,2023,M,31,18953,Under 35
Sample Runner 00625,Aspen Valley Marathon,2023,M,28,14339,Under 35
Sample Runner 00626,Aspen Valley Marathon,2023,M,39,17426,35-39
Sample Runner 00627,Aspen Valley Marathon,2023,M,56,21866,55-59
Sample Runner 00628,Aspen Valley Marathon,2023,F,27,13370,Under 35
Sample Runner 00629,Aspen Valley Marathon,2023,F,29,13898,Under 35
Sample Runner 00630,Aspen Valley Marathon,2023,F,38,21148,35-39
Sample Runner 00631,Aspen Valley Marathon,2023,M,29,25979,Under 35
Sample Runner 00632,Aspen Valley Marathon,2023,F,25,15541,Under 35
Sample Runner 00633,Aspen Valley Marathon,2023,F,48,14883,45-49
Sample Runner 00634,Aspen Valley Marathon,2023,F,46,15862,45-49
Sample Runner 00635,Aspen Valley Marathon,2023,F,26,20185,Under 35
Sample Runner 00636,Aspen Valley Marathon,2023,F,34,16845,Under 35
